id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,classe
15,-0.20143,-0.20878,-0.22826,-0.13894,-0.20878,-2499.6,-0.14602,-0.20878,-0.19816,4e-05,-0.19816,0.15837,-0.29253,-0.14602,0.075132,0.53518,3.8e-05,0.45101,0
16,-0.72145,0.0138,0.015794,0.020282,0.0138,15069.0,0.024222,0.0138,0.013225,-0.14289,0.013225,-0.71961,0.077405,0.024222,-0.13693,-0.21196,-0.13693,0.54832,0
17,0.88543,0.34154,1.5077,0.2335,0.34154,209.41,1.743,0.34154,0.20198,0.33503,0.16291,1.1001,0.73323,1.4514,0.19813,0.019178,0.19813,2.9922,0
18,0.084199,-0.089098,-0.35795,-0.022665,-0.089098,-2643.1,-0.1381,-0.089098,-0.058747,-0.10201,-0.0619,0.13816,0.74725,-0.15731,-0.067262,-0.17306,-0.067262,1.6362,0
19,0.0,0.20354,0.80518,0.10169,0.20354,383.78,0.95106,0.20354,0.086095,0.20912,0.069985,0.15837,0.70839,0.80038,0.089482,0.034254,0.088456,1.7812,0
20,0.005443,0.1136,0.30788,0.10493,0.1136,798.96,0.45684,0.1136,0.055694,0.1301,0.044325,0.15837,0.4609,0.40735,0.064679,0.067743,0.063782,1.6305,0
21,0.0,-0.13221,-0.27727,-0.084006,-0.13221,-1444.5,-0.25268,-0.13221,-0.092178,-0.13273,-0.092178,0.15837,0.28141,-0.25268,-0.093488,-0.13134,-0.092544,1.7181,0
22,0.0,0.004218,0.033416,0.045863,0.004218,4630.4,0.078827,0.004218,0.005924,0.037063,0.001597,0.15837,0.56995,0.071389,0.049682,0.21082,0.052056,2.0072,0
23,-0.1195,0.029986,0.046331,0.046267,0.029986,6723.5,0.054287,0.029986,0.032167,0.04381,0.032167,-0.1195,0.1713,0.054287,0.046996,0.45861,0.046996,0.85472,0
24,0.38454,0.032767,0.10682,0.020217,0.032767,2002.7,0.18226,0.032767,0.011789,0.029223,0.011789,0.15837,0.46836,0.18226,0.010514,0.1952,0.010514,1.9544,0
25,0.0,0.075139,0.22631,0.053658,0.075139,1217.2,0.29986,0.075139,0.037421,0.071784,0.035971,0.15837,0.61721,0.29175,0.041917,0.11474,0.03575,1.5097,0
26,0.020789,0.34692,1.9135,0.18083,0.34692,209.29,1.744,0.34692,0.1624,0.35305,0.13018,0.15837,0.77157,1.4332,0.16818,0.018815,0.16527,4.2798,0
27,-0.28811,-0.026983,-0.03546,0.008566,-0.026983,15647.0,0.023327,-0.026983,-0.012984,-0.076287,-0.012984,0.15837,-0.31509,0.023327,-0.006273,-0.80746,-0.036708,0.59938,0
28,0.0,0.18543,0.36018,0.24102,0.18543,1005.9,0.36285,0.18543,0.21084,0.19103,0.17146,0.15837,0.37561,0.30356,0.21593,0.089501,0.21721,1.3073,0
29,0.13115,0.006135,0.008968,0.003915,0.006135,17424.0,0.020949,0.006135,0.00165,0.039222,0.00165,0.15837,0.25735,0.020949,0.013016,0.48617,0.01055,1.1273,0
30,0.0,0.069934,0.11896,0.028446,0.069934,3705.3,0.098507,0.069934,0.027977,0.068321,0.022866,0.15837,0.17477,0.08081,0.037272,0.34624,0.027331,1.3712,0
31,0.30143,0.11652,0.83535,0.13948,0.11652,348.18,1.0483,0.11652,0.099663,0.11415,0.07915,0.3564,0.66547,0.89413,0.097636,0.031824,0.097636,2.7199,0
32,0.0,0.33272,1.551,0.20188,0.33272,437.84,0.83364,0.33272,0.1938,0.33418,0.15539,0.15837,0.40666,0.67505,0.19913,0.039818,0.19465,2.1761,0
33,0.61529,0.23145,1.7346,0.22796,0.23145,191.4,1.907,0.23145,0.20735,0.21871,0.18886,0.74307,0.83105,1.7523,0.19594,0.018148,0.19594,5.2739,0
34,0.0,0.003892,0.005342,0.001857,0.003892,79735.0,0.004578,0.003892,0.001857,0.011205,0.001857,0.15837,0.012959,0.004578,0.003116,2.5292,0.005346,1.0906,0
35,-0.155,-0.01251,-0.016305,0.039174,-0.01251,9409.7,0.03879,-0.01251,-0.012717,-0.002047,-0.012717,-0.155,0.003098,0.03879,-0.00208,0.66657,-0.00208,0.4929,0
36,-0.52553,0.044384,0.046965,0.06554,0.044384,3489.2,0.10461,0.044384,0.026127,0.12534,0.026127,-0.52553,-0.15021,0.10461,0.073786,0.18196,0.073786,0.35589,0
37,0.097809,0.0,0.0,0.0664325,0.0,805.69,0.0,0.0,0.032117,0.0,0.027129,0.11394,0.36086,0.0,0.03408,0.079126,0.034909,0.66701,0
38,0.43435,0.18976,0.3688,0.067832,0.18976,1315.8,0.2774,0.18976,0.065649,0.20026,0.065649,0.43435,0.2932,0.2774,0.069281,0.11249,0.069281,1.0074,0
39,-0.009876,-0.008103,-0.017443,0.000669,-0.008103,390610.0,0.000934,-0.008103,-0.008724,0.009322,-0.008976,0.15837,0.11917,0.000582,0.026882,1.2283,0.010036,0.71543,0
40,0.0,0.013141,0.042933,0.055477,0.013141,2877.4,0.12685,0.013141,0.014879,0.007733,0.014879,0.15837,0.49229,0.12685,-0.13272,0.29538,0.008755,1.3923,0
41,0.0,0.36987,0.65867,0.11496,0.36987,546.27,0.66817,0.36987,0.11333,0.30924,0.093563,0.15837,0.38969,0.55328,0.094179,0.059501,0.094755,1.7197,0
42,0.0,0.22373,3.2365,0.39126,0.22373,578.84,0.63057,0.22373,0.39126,0.0,0.39126,0.15837,0.45728,0.63057,0.002066,0.079126,0.0,7.4183,0
43,-0.007756,-0.014792,-0.036002,0.035496,-0.014792,5527.7,0.066031,-0.014792,-0.014795,0.009644,-0.013371,-0.004364,0.45838,0.06868,0.009646,0.29487,0.009646,0.5734,0
44,0.12649,0.23794,0.40083,0.10142,0.23794,917.36,0.39788,0.23794,0.091328,0.24222,0.073642,0.15416,0.32623,0.3285,0.092971,0.081313,0.092971,0.65454,0
45,0.022427,0.15671,0.25213,0.069611,0.15671,1428.1,0.25559,0.15671,0.067986,0.1732,0.067986,0.15837,0.26993,0.25559,0.085403,0.11826,0.07514,1.1823,0
46,0.29632,0.14407,0.32874,0.118,0.14407,980.27,0.37235,0.14407,0.10121,0.12436,0.084271,0.34497,0.52288,0.31891,0.08736,0.10003,0.08736,1.5322,0
47,-0.000843,0.096387,0.15373,0.17134,0.096387,2128.3,0.1715,0.096387,0.11424,0.11189,0.06351,0.15837,0.052744,0.12073,0.13623,0.17554,0.13261,0.89227,0
48,-0.53754,-0.083138,-0.061567,-0.025487,-0.083138,-8007.2,-0.045584,-0.083138,-0.033516,-0.02782,-0.042456,0.15837,-0.64092,-0.061573,-0.008127,-5.85,-0.011216,0.4198,0
49,0.0,-0.10437,-0.20089,-0.022231,-0.10437,-3674.3,-0.09934,-0.10437,-0.044957,-0.085083,-0.048507,0.15837,0.42635,-0.1152,-0.036904,-0.53577,-0.036649,0.90243,0
50,0.072159,0.25668,1.2033,0.096296,0.25668,268.83,1.3578,0.25668,0.08156,0.26274,0.08156,0.15837,0.32884,1.3578,0.082423,0.024069,0.083487,1.9131,0
51,0.0,0.13809,1.4646,0.4082,0.13809,183.64,1.9876,0.13809,0.27448,0.12659,0.27398,0.15837,0.81862,1.9851,0.25162,0.017766,0.25162,2.9628,0
52,0.77113,0.87355,7.5701,0.55803,0.87355,47.525,7.6801,0.87355,0.54063,0.87142,0.54063,0.15837,0.8826,7.6801,0.53661,0.004351,0.53931,6.7818,0
53,0.37618,0.14685,0.77074,0.11627,0.14685,316.13,1.1546,0.14685,0.077613,0.15595,0.062279,0.47109,0.79669,1.0023,0.082427,0.027343,0.082427,2.7683,0
54,0.36838,0.15042,0.76254,0.16658,0.15042,377.46,0.96699,0.15042,0.1302,0.15269,0.10566,0.45271,0.73109,0.82452,0.13217,0.033602,0.13217,2.876,0
55,0.32483,0.19712,1.3842,0.80496,0.19712,253.46,1.4401,0.19712,0.76667,0.20359,0.6849,0.34916,0.82989,1.2938,0.79183,0.022138,0.79183,0.17237,0
56,0.19156,0.1737,0.29505,0.062556,0.1737,997.35,0.36597,0.1737,0.050433,0.15041,0.041328,0.23804,0.32482,0.31271,0.043671,0.10072,0.043671,0.7716,0
57,0.093308,0.035916,0.24785,0.17077,0.035916,1145.3,0.3187,0.035916,0.070235,0.048787,0.057241,0.1246,0.43429,0.29445,0.095405,0.089907,0.095405,0.37559,0
58,0.03942,0.097222,0.12467,0.054853,0.097222,2037.9,0.1791,0.097222,0.038182,0.12289,0.038182,0.03942,0.19296,0.1791,0.048265,0.15506,0.048265,1.0118,0
59,0.0,0.033205,0.072941,0.32682,0.033205,361.12,1.0107,0.033205,0.023585,0.0,0.023585,0.15837,0.50063,1.0107,0.015738,0.035544,0.0,0.67747,0
60,0.0,0.026652,0.032464,0.06053,0.026652,2712.2,0.13458,0.026652,0.012992,0.05725,0.014092,0.15837,0.03416,0.13702,0.047976,0.19872,0.027907,0.34035,0
61,-0.16891,0.044852,0.077862,0.084355,0.044852,2548.3,0.14323,0.044852,0.035404,0.098254,0.036771,-0.17065,0.22701,0.14555,0.077555,0.15305,0.077555,0.76463,0
62,0.15619,0.19401,0.75693,0.1114,0.19401,442.05,0.82569,0.19401,0.10212,0.19766,0.082213,0.19401,0.7154,0.67814,0.10404,0.039143,0.10404,2.4949,0
63,-0.87427,-0.10123,-0.091825,-0.052708,-0.10123,-6908.8,-0.052831,-0.10123,-0.091026,-0.15683,-0.14143,0.15837,-0.15108,-0.10335,-0.14594,-0.32382,-0.14102,0.29604,0
64,-0.12053,0.032353,0.079494,0.018081,0.032353,2101.5,0.17369,0.032353,0.008275,0.02523,0.006964,-0.13443,0.26537,0.16109,0.006453,0.2105,0.006453,1.5062,0
65,0.40533,0.19131,0.56196,0.16303,0.19131,952.08,0.38337,0.19131,0.14133,0.21956,0.11265,0.50291,0.41045,0.31593,0.1622,0.076026,0.1622,1.1095,0
66,0.0,0.14971,3.1537,0.1511,0.14971,103.11,3.54,0.14971,0.13462,0.13256,0.10966,0.15837,0.92714,2.9553,0.11902,0.010487,0.11919,11.691,0
67,-0.002377,0.010436,0.099577,0.075279,0.010436,895.31,0.40768,0.010436,0.018387,-0.012808,0.012128,0.014319,0.87242,0.37378,-0.022565,0.17685,-0.022565,6.3752,0
68,0.0,0.014763,0.020902,0.048826,0.014763,3076.2,0.11865,0.014763,0.00844,0.035524,0.01431,0.15837,0.099807,0.13292,0.022688,0.22599,0.020308,0.55307,0
69,0.2338,0.090058,1.3819,0.09826,0.090058,254.4,1.4348,0.090058,0.094637,0.071481,0.0744,0.29233,0.92881,1.1393,0.075115,0.028595,0.075115,8.8368,0
70,0.0,1.9002,5.227,0.5071,1.9002,66.306,5.5048,1.9002,0.48151,0.0,0.48151,0.15837,1.9002,5.5048,0.001261,0.11999,0.0,2.3465,0
71,0.36086,0.026635,0.17614,0.069637,0.026635,576.29,0.63336,0.026635,0.019366,0.048243,0.016303,0.43384,0.84633,0.6055,0.035077,0.042353,0.035077,5.3002,0
72,0.24829,0.03274,0.11126,0.033753,0.03274,1716.6,0.21263,0.03274,0.017387,0.023773,0.013883,0.30085,0.61261,0.19056,0.012625,0.18001,0.012625,1.6119,0
73,0.46655,0.10108,0.48856,0.13455,0.10108,781.61,0.46699,0.10108,0.11534,0.095101,0.090222,0.59307,0.7475,0.3798,0.10851,0.074165,0.10851,1.8279,0
74,0.16046,0.057686,0.1749,0.055999,0.057686,1650.2,0.22119,0.057686,0.044076,0.051745,0.034803,0.20683,0.60284,0.18456,0.039536,0.16175,0.039536,2.1307,0
75,0.0,-0.19418,-0.9353,-0.2003,-0.19418,-500.15,-0.72978,-0.19418,-0.24429,-0.19653,-0.24429,0.15837,0.63833,-0.72978,-0.77817,-0.04501,-0.24725,1.0822,0
76,0.0,0.019972,0.12425,0.19802,0.019972,346.1,1.0546,0.019972,0.015358,0.0,0.015358,0.15837,0.70589,1.0546,0.050891,0.034265,0.0,3.1085,0
77,-0.24835,0.065628,0.11431,0.083465,0.065628,2103.5,0.17352,0.065628,0.054984,0.072238,0.054984,0.15837,0.23702,0.17352,0.049051,0.18015,0.060522,0.35526,0
78,-0.14013,-0.16698,-0.15323,-0.040466,-0.16698,-4019.2,-0.090815,-0.16698,-0.068279,-0.14723,-0.077271,0.15837,-0.33081,-0.11099,-0.112,-0.45857,-0.060203,0.26101,0
79,-0.22575,-0.25436,-0.78515,-0.21698,-0.25436,-1497.2,-0.24379,-0.25436,-0.30491,-0.24351,-0.35825,0.15837,-0.52461,-0.30372,-0.32037,-0.14544,-0.29191,0.1345,0
80,0.0,0.098783,0.34485,0.065406,0.098783,2346.4,0.15555,0.098783,0.057,0.11558,0.045867,0.15837,0.079489,0.12908,0.066645,0.18663,0.066693,0.33609,0
81,0.12076,-0.010051,-0.018418,0.018141,-0.010051,3272.1,0.11155,-0.010051,-0.002995,-0.009643,-0.002995,0.15837,0.41104,0.11155,-0.008543,0.29683,-0.002874,0.4792,0
82,0.36458,0.14687,1.0904,0.18239,0.14687,285.81,1.2771,0.14687,0.15573,0.13952,0.12519,0.45308,0.86531,1.0633,0.14793,0.026893,0.14793,4.1895,0
83,0.28508,0.033372,0.39147,0.15117,0.033372,760.79,0.47976,0.033372,0.11716,0.045276,0.11716,0.15837,0.53576,0.47976,-0.31878,0.054431,0.15895,0.98243,0
84,-1.9323,0.009846,0.068774,0.043921,0.009846,842.01,0.43349,0.009846,0.005456,0.0,0.005456,0.15837,-1.9138,0.43349,0.014284,0.087803,0.0,3.2289,0
85,0.0,-0.032907,-0.069166,-0.009241,-0.032907,-7588.0,-0.048102,-0.032907,-0.013285,0.0,-0.013285,0.15837,0.31111,-0.048102,0.022359,1.5833,0.0,1.08,0
86,0.0,-0.02861,-0.14573,0.019246,-0.02861,14145.0,0.025804,-0.02861,-0.053484,-0.024084,-0.053484,0.15837,0.5798,0.025804,-0.15035,0.89731,-0.045024,0.9469,0
87,0.0,0.04686,0.077772,0.063155,0.04686,2701.5,0.13511,0.04686,0.033763,0.13601,0.031649,0.15837,0.20873,0.13059,0.095009,0.12231,0.097995,0.50902,0
88,-0.32286,-0.005205,-0.005157,0.013838,-0.005205,34965.0,0.010439,-0.005205,-0.005829,-0.007348,-0.005829,0.15837,-0.26545,0.010439,0.05304,3.8633,-0.008229,0.73012,0
89,0.0,0.24987,1.1383,0.25098,0.24987,311.13,1.1732,0.24987,0.22418,0.22611,0.19334,0.15837,0.57906,1.029,0.20011,0.03105,0.20287,2.1844,0
90,-0.021321,0.062551,0.092931,0.03975,0.062551,4071.2,0.089654,0.062551,0.03975,0.0,0.03975,0.15837,0.041231,0.089654,0.021938,0.079126,0.0,1.0023,0
91,0.19044,0.096424,0.78318,0.10684,0.096424,320.82,1.1377,0.096424,0.070801,0.13741,0.047543,0.26165,0.80258,0.89004,0.1009,0.022547,0.1009,2.7961,0
92,0.052317,0.061969,0.17313,0.063981,0.061969,1850.9,0.1972,0.061969,0.056171,0.050649,0.037351,0.084826,0.23236,0.13919,0.045911,0.19856,0.045911,2.4537,0
93,0.17999,0.028085,0.11206,0.11986,0.028085,829.32,0.44012,0.028085,0.02878,0.032003,0.021619,0.23014,0.58977,0.41382,0.032794,0.072279,0.032794,0.93417,0
94,0.12171,0.006822,0.055074,0.18348,0.006822,1473.5,0.24771,0.006822,0.01831,0.014685,0.016336,0.14944,0.59273,0.24505,0.039416,0.11903,0.039416,0.81572,0
95,-0.31543,-0.1705,-0.20505,-0.041463,-0.1705,-1861.9,-0.19604,-0.1705,-0.04287,0.03071,-0.04287,0.15837,-0.47838,-0.19604,0.004561,0.77226,0.007722,0.77704,0
96,0.0,-0.023698,-0.3057,0.029571,-0.023698,15690.0,0.023264,-0.023698,-0.064088,0.011289,-0.064088,0.15837,0.49573,0.023264,0.01815,0.34118,0.03053,0.70071,0
97,-0.04282,0.04204,0.056375,0.1241,0.04204,972.93,0.37516,0.04204,0.018649,0.0,0.018649,0.15837,-0.000781,0.37516,0.004854,0.10456,0.0,0.10013,0
98,0.0,0.074992,0.1103,0.051412,0.074992,2163.3,0.16873,0.074992,0.031273,0.086553,0.024721,0.15837,0.22959,0.14722,0.03187,0.18062,0.036094,0.91534,0
99,0.044401,0.027491,0.11429,0.060489,0.027491,1610.8,0.2266,0.027491,0.023961,0.048898,0.010298,0.0,0.65567,0.17542,0.12145,0.11242,0.042619,2.0263,0
100,-0.071121,0.16838,0.56584,0.062649,0.16838,645.06,0.56584,0.16838,0.062649,0.16089,0.050743,0.15837,0.54361,0.4583,0.059763,0.061651,0.059863,2.2524,0
101,-0.00343,0.056117,0.16937,0.037071,0.056117,1448.5,0.25198,0.056117,0.0245,0.051932,0.018883,0.003277,0.26508,0.2138,0.022673,0.13724,0.022673,1.963,0
102,-0.27568,-0.23144,-1.3572,-0.32458,-0.23144,-2340.7,-0.15594,-0.23144,-0.32458,0.0,-0.32458,0.15837,-0.50712,-0.15594,0.009379,0.079126,0.0,1.204,0
103,0.24479,0.052055,0.46223,0.12804,0.052055,336.98,1.0832,0.052055,0.054641,0.044902,0.042909,0.31053,0.82627,0.98392,0.047132,0.032243,0.047132,4.6132,0
104,0.0,-0.30031,-0.45919,-0.15536,-0.30031,-843.31,-0.43282,-0.30031,-0.16483,-0.29563,-0.16128,0.15837,0.2568,-0.42292,-0.15918,-0.07831,-0.16226,0.79509,0
105,0.14885,0.006313,0.02799,0.058599,0.006313,1839.2,0.19846,0.006313,0.007516,0.023623,0.010074,0.17759,0.72483,0.20712,0.028124,0.12256,0.028124,1.007,0
106,0.069214,0.017209,0.089489,0.080382,0.017209,1611.6,0.22649,0.017209,0.021079,0.023026,0.005284,0.10678,0.71024,0.18198,0.028203,0.13334,0.028203,0.81846,0
107,0.0,0.021576,0.083067,0.021112,0.021576,4730.9,0.077153,0.021576,0.021112,0.0,0.021112,0.15837,0.15263,0.077153,0.008815,0.079126,0.0,0.49092,0
108,0.093594,0.072167,0.42682,0.1213,0.072167,720.68,0.50647,0.072167,0.081747,0.069099,0.060002,0.0,0.70438,0.41568,0.37611,0.067757,0.078272,2.4203,0
109,0.60613,0.17943,1.1576,0.15313,0.17943,314.71,1.1598,0.17943,0.15012,0.062846,0.13776,0.66062,0.83721,1.0662,0.052582,0.078081,0.052582,1.1817,0
110,0.25365,0.078354,0.14691,0.063066,0.078354,1918.1,0.19029,0.078354,0.048382,0.088175,0.037784,0.32249,0.40085,0.15831,0.054447,0.15762,0.054447,1.0985,0
111,0.0,0.015055,0.17254,0.15155,0.015055,1103.8,0.33067,0.015055,0.018415,0.037904,0.018415,0.15837,0.51672,0.33067,0.003927,0.08511,0.046364,1.9284,0
112,0.15549,0.11686,0.31579,0.11253,0.11686,1632.8,0.22354,0.11686,0.09121,0.14982,0.068691,0.19506,0.12258,0.1788,0.11694,0.11971,0.11694,0.13387,0
113,0.0,0.41401,3.1718,0.32807,0.41401,147.29,2.4781,0.41401,0.31715,0.39746,0.25119,0.0,0.76087,1.9799,0.31231,0.013992,0.30447,5.6026,0
114,0.1383,0.16142,0.32423,0.08949,0.16142,1069.4,0.3413,0.16142,0.072087,0.13566,0.057935,0.17483,0.3665,0.28733,0.060586,0.11053,0.060586,0.81221,0
115,0.0,0.023278,0.071104,0.23244,0.023278,918.82,0.39725,0.023278,0.022158,0.0,0.022158,0.15837,0.0643,0.39725,0.003212,0.092753,0.0,1.0612,0
116,0.0,-0.20148,-0.3086,-0.18236,-0.20148,-1655.0,-0.22054,-0.20148,-0.21076,-0.14794,-0.21076,0.15837,-0.1884,-0.22054,-0.14153,-0.21814,-0.15475,0.18293,0
117,0.0,0.1715,0.25108,0.057364,0.1715,1189.4,0.30687,0.1715,0.045883,0.17163,0.026421,0.15837,0.24145,0.20276,0.095332,0.10856,0.045919,0.76742,0
118,-0.014047,-0.021852,-0.034899,0.011666,-0.021852,22628.0,0.01613,-0.021852,-0.019583,0.038872,-0.021385,-0.007383,0.19299,0.013639,0.034836,0.35979,0.034836,0.4487,0
119,0.22547,0.00167,0.00538,0.032272,0.00167,2601.1,0.14033,0.00167,0.001237,0.030548,0.001237,0.25806,0.65825,0.14033,0.022634,0.14088,0.022634,1.0479,0
120,0.52495,-0.17747,-1.1317,-0.090854,-0.17747,-632.33,-0.57723,-0.17747,-0.17096,-0.17634,-0.17967,0.68249,0.82692,-0.63253,-0.16988,-0.057644,-0.16988,2.4368,0
121,0.0,0.17877,1.592,0.18796,0.17877,212.88,1.7146,0.17877,0.17447,0.21677,0.12765,0.15837,0.62793,1.2876,0.16649,0.016237,0.21155,7.2376,0
122,0.040769,-0.056009,-0.47622,0.009912,-0.056009,4868.2,0.074977,-0.056009,-0.062957,-0.059404,-0.065651,0.070343,0.73977,0.054596,-0.066772,0.71289,-0.066772,2.4442,0
123,0.0,0.018724,0.025311,0.046919,0.018724,6592.8,0.055363,0.018724,0.021348,0.0,0.021348,0.15837,0.2125,0.055363,0.031049,1.1047,0.0,0.58286,0
124,1.4576,0.41828,0.90157,0.18844,0.41828,393.53,0.9275,0.41828,0.18317,0.4123,0.18317,1.4576,0.53605,0.9275,0.18055,0.035946,0.18055,1.4345,0
125,-0.5764,0.20638,0.30026,0.21965,0.20638,741.82,0.49204,0.20638,0.10093,0.20745,0.10093,0.15837,-0.29789,0.49204,0.10145,0.067585,0.10145,0.37017,0
126,0.0,0.97035,3.0722,0.40251,0.97035,131.85,2.7684,0.97035,0.37727,0.9792,0.37727,0.15837,0.24756,2.7684,0.39102,0.011939,0.38071,1.1656,0
127,8.5e-05,-0.055837,-0.16494,-0.023959,-0.055837,-5336.2,-0.0684,-0.055837,-0.057776,-0.068837,-0.0587,0.005451,0.64191,-0.071038,-0.071227,-0.30783,-0.071227,0.98344,0
128,0.0,0.085812,0.15337,0.27309,0.085812,394.08,0.9262,0.085812,0.043028,0.0,0.043028,0.15837,0.33629,0.9262,0.003199,0.04272,0.0,0.55147,0
129,-0.016777,-0.008292,-0.031303,0.015628,-0.008292,7497.1,0.048686,-0.008292,-0.010048,0.027093,-0.018514,0.010962,0.72975,0.022312,0.032829,0.18038,0.032829,2.7354,0
130,-0.021136,0.031113,0.028733,0.031025,0.031113,7205.9,0.050653,0.031113,0.017599,0.060088,0.017599,-0.021136,-0.18159,0.050653,0.033989,0.4247,0.033989,0.51251,0
131,0.0,0.039419,0.15348,0.11565,0.039419,3014.3,0.12109,0.039419,0.083171,0.06217,0.083171,0.15837,0.49731,0.12109,0.13211,0.19454,0.13117,0.52881,0
132,0.0,0.011918,0.66124,0.047368,0.011918,22645.0,0.016118,0.011918,0.047113,-0.000472,0.033507,0.15837,0.25417,0.011489,0.002655,-60.848,-0.001865,32.191,0
133,0.0,0.20449,1.354,0.1354,0.20449,258.3,1.4131,0.20449,0.12974,0.21374,0.10692,0.15837,0.8377,1.1749,0.13617,0.022609,0.13561,3.5542,0
134,0.096715,0.029215,0.076162,0.060283,0.029215,1372.7,0.2659,0.029215,0.017267,0.058191,0.013263,0.1246,0.60652,0.24824,0.034393,0.096287,0.034393,1.3816,0
135,0.42521,0.23295,0.65377,0.10899,0.23295,516.95,0.70607,0.23295,0.10092,0.23353,0.080687,0.53864,0.63752,0.57501,0.10117,0.046457,0.10117,2.6597,0
136,0.0,0.33184,1.8889,0.22168,0.33184,172.15,2.1202,0.33184,0.19749,0.32075,0.16084,0.15837,0.80459,1.7696,0.18862,0.016204,0.19089,2.3366,0
137,0.0,0.009129,0.014754,0.008749,0.009129,24134.0,0.015124,0.009129,0.007698,0.0,0.007698,0.15837,0.17203,0.015124,0.008646,18.353,0.0,0.51652,0
138,-0.55903,0.027057,0.019381,0.030514,0.027057,4313.4,0.084619,0.027057,0.006904,0.044558,0.006904,0.15837,-0.49419,0.084619,0.011389,0.34363,0.01137,0.46289,0
139,0.067873,0.050682,0.11852,0.081725,0.050682,971.24,0.37581,0.050682,0.025634,0.068648,0.021913,0.13035,0.56353,0.3587,0.034721,0.078729,0.034721,1.3049,0
140,-0.32567,-0.033935,-0.036161,-0.001647,-0.033935,-114390.0,-0.003191,-0.033935,-0.018272,0.048339,-0.019163,-0.32236,-0.057261,-0.004917,0.026027,0.39784,0.026027,0.38174,0
141,0.24172,0.037718,0.082163,0.030233,0.037718,2604.3,0.14015,0.037718,0.017096,0.04985,0.012382,0.31969,0.50145,0.1183,0.022595,0.19848,0.022595,1.1383,0
142,0.067966,0.038055,0.070574,0.088378,0.038055,3145.8,0.11603,0.038055,0.042135,0.063064,0.030398,0.090762,0.25752,0.10062,0.069826,0.21575,0.069826,0.57039,0
143,-0.57447,0.3285,0.63857,0.14385,0.3285,659.48,0.55347,0.3285,0.12742,0.3618,0.11261,0.15837,-0.28405,0.49651,0.14318,0.055264,0.14034,1.0925,0
144,-0.032621,-0.05407,-0.1842,-0.034948,-0.05407,-3096.3,-0.11788,-0.05407,-0.039322,-0.10025,-0.039322,0.15837,0.41953,-0.11788,-0.022036,-0.14419,-0.072911,1.8193,0
145,0.0,0.23095,1.4086,0.14395,0.23095,230.85,1.5811,0.23095,0.1185,0.23772,0.09506,0.15837,0.56989,1.3237,0.11722,0.020586,0.12197,2.2283,0
